笠置,かさぎ,[ka sa gi],3
挿頭丘,かざしがおか,[ka za shi ga o ka],6
笠師保,かさしほ,[ka sa shi ho],4
笠島,かさしま,[ka sa shi ma],4
笠寺,かさでら,[ka sa de ra],4
加佐登,かさど,[ka sa do],3
笠縫,かさぬい,[ka sa nu i],4
笠幡,かさはた,[ka sa ha ta],4
風早,かざはや,[ka za ha ya],4
笠間,かさま,[ka sa ma],3
笠松,かさまつ,[ka sa ma tsu],4
傘松,かさまつ,[ka sa ma tsu],4
風祭,かざまつり,[ka za ma tsu ri],5
加治,かじ,[ka ji],2
香椎,かしい,[ka shi i],3
香椎花園前,かしいかえんまえ,[ka shi i ka e n ma e],8
香椎神宮,かしいじんぐう,[ka shi i ji n gu u],7
香椎宮前,かしいみやまえ,[ka shi i mi ya ma e],7
鰍沢口,かじかざわぐち,[ka ji ka za wa gu chi],7
梶が谷,かじがや,[ka ji ga ya],4
加治木,かじき,[ka ji ki],3
梶栗郷台地,かじくりごうだいち,[ka ji ku ri go u da i chi],9
賢島,かしこじま,[ka shi ko ji ma],5
梶田,かじた,[ka ji ta],3
香芝,かしば,[ka shi ba],3
橿原神宮西口,かしはらじんぐうにしぐち,[ka shi ha ra ji n gu u ni shi gu chi],12
橿原神宮前,かしはらじんぐうまえ,[ka shi ha ra ji n gu u ma e],10
加島,かしま,[ka shi ma],3
鹿島,かしま,[ka shi ma],3
鹿島旭,かしまあさひ,[ka shi ma a sa hi],6
鹿島大野,かしまおおの,[ka shi ma o o no],6
鹿島神宮,かしまじんぐう,[ka shi ma ji n gu u],7
鹿島田,かしまだ,[ka shi ma da],4
鹿島台,かしまだい,[ka shi ma da i],5
鹿島灘,かしまなだ,[ka shi ma na da],5
梶屋敷,かじやしき,[ka ji ya shi ki],5
樫山,かしやま,[ka shi ya ma],4
柏,かしわ,[ka shi wa],3
柏木平,かしわぎだいら,[ka shi wa gi da i ra],7
柏崎,かしわざき,[ka shi wa za ki],5
かしわ台,かしわだい,[ka shi wa da i],5
柏たなか,かしわたなか,[ka shi wa ta na ka],6
柏原,かしわばら,[ka shi wa ba ra],5
柏森,かしわもり,[ka shi wa mo ri],5
柏原,かしわら,[ka shi wa ra],4
柏原南口,かしわらみなみぐち,[ka shi wa ra mi na mi gu chi],9
春日,かすが,[ka su ga],3
春日,かすが,[ka su ga],3
春日井,かすがい,[ka su ga i],4
春日井,かすがい,[ka su ga i],4
春日居町,かすがいちょう,[ka su ga i cho u],6
春日川,かすががわ,[ka su ga ga wa],5
春日町,かすがちょう,[ka su ga cho u],5
春日野道,かすがのみち,[ka su ga no mi chi],6
春日野道,かすがのみち,[ka su ga no mi chi],6
春日原,かすがばる,[ka su ga ba ru],5
春日部,かすかべ,[ka su ka be],4
春日山,かすがやま,[ka su ga ya ma],5
粕川,かすかわ,[ka su ka wa],4
上総東,かずさあずま,[ka zu sa a zu ma],6
上総一ノ宮,かずさいちのみや,[ka zu sa i chi no mi ya],8
上総牛久,かずさうしく,[ka zu sa u shi ku],6
上総大久保,かずさおおくぼ,[ka zu sa o o ku bo],7
上総興津,かずさおきつ,[ka zu sa o ki tsu],6
上総亀山,かずさかめやま,[ka zu sa ka me ya ma],7
上総川間,かずさかわま,[ka zu sa ka wa ma],6
上総清川,かずさきよかわ,[ka zu sa ki yo ka wa],7
上総久保,かずさくぼ,[ka zu sa ku bo],5
上総鶴舞,かずさつるまい,[ka zu sa tsu ru ma i],7
上総中川,かずさなかがわ,[ka zu sa na ka ga wa],7
上総中野,かずさなかの,[ka zu sa na ka no],6
上総松丘,かずさまつおか,[ka zu sa ma tsu o ka],7
上総三又,かずさみつまた,[ka zu sa mi tsu ma ta],7
上総湊,かずさみなと,[ka zu sa mi na to],6
上総村上,かずさむらかみ,[ka zu sa mu ra ka mi],7
上総山田,かずさやまだ,[ka zu sa ya ma da],6
香住,かすみ,[ka su mi],3
霞ヶ浦,かすみがうら,[ka su mi ga u ra],6
霞ヶ丘,かすみがおか,[ka su mi ga o ka],6
霞ヶ丘,かすみがおか,[ka su mi ga o ka],6
霞ヶ関,かすみがせき,[ka su mi ga se ki],6
霞ケ関,かすみがせき,[ka su mi ga se ki],6
烏森,かすもり,[ka su mo ri],4
嘉瀬,かせ,[ka se],2
加勢,かせ,[ka se],2
禾生,かせい,[ka se i],3
笠田,かせだ,[ka se da],3
風の丘中間,かぜのおかちゅうかん,[ka ze no o ka chu u ka n],9
加須,かぞ,[ka zo],2
風合瀬,かそせ,[ka so se],3
賀田,かた,[ka ta],2
加太,かだ,[ka da],2
片岡,かたおか,[ka ta o ka],4
片貝,かたかい,[ka ta ka i],4
片倉,かたくら,[ka ta ku ra],4
片倉町,かたくらちょう,[ka ta ku ra cho u],6
堅下,かたしも,[ka ta shi mo],4
片瀬江ノ島,かたせえのしま,[ka ta se e no shi ma],7
片瀬白田,かたせしらた,[ka ta se shi ra ta],6
片瀬山,かたせやま,[ka ta se ya ma],5
堅田,かたた,[ka ta ta],3
片野,かたの,[ka ta no],3
交野市,かたのし,[ka ta no shi],4
片浜,かたはま,[ka ta ha ma],4
形原,かたはら,[ka ta ha ra],4
片原町,かたはらまち,[ka ta ha ra ma chi],6
帷子ノ辻,かたびらのつじ,[ka ta bi ra no tsu ji],7
潟町,かたまち,[ka ta ma chi],4
潟元,かたもと,[ka ta mo to],4
勝川,かちがわ,[ka chi ga wa],4
勝どき,かちどき,[ka chi do ki],4
勝浦,かつうら,[ka tsu u ra],4
勝木,がつぎ,[ga tsu gi],3
学研北生駒,がっけんきたいこま,[ga t ke n ki ta i ko ma],9
学研奈良登美ヶ丘,がっけんならとみがおか,[ga t ke n na ra to mi ga o ka],11
学校前,がっこうまえ,[ga t ko u ma e],6
合戦場,かっせんば,[ka t se n ba],5
勝田,かつた,[ka tsu ta],3
勝田台,かつただい,[ka tsu ta da i],5
勝沼ぶどう郷,かつぬまぶどうきょう,[ka tsu nu ma bu do u kyo u],9
勝野,かつの,[ka tsu no],3
鹿角花輪,かづのはなわ,[ka zu no ha na wa],6
勝間,かつま,[ka tsu ma],3
鹿妻,かづま,[ka zu ma],3
勝間田,かつまだ,[ka tsu ma da],4
勝山,かつやま,[ka tsu ya ma],4
桂,かつら,[ka tsu ra],3
桂川,かつらがわ,[ka tsu ra ga wa],5
葛城山上,かつらぎさんじょう,[ka tsu ra gi sa n jo u],8
葛城登山口,かつらぎとざんぐち,[ka tsu ra gi to za n gu chi],9
桂瀬,かつらせ,[ka tsu ra se],4
桂台,かつらだい,[ka tsu ra da i],5
桂根,かつらね,[ka tsu ra ne],4
加斗,かと,[ka to],2
鹿渡,かど,[ka do],2
門川,かどがわ,[ka do ga wa],4
門沢橋,かどさわばし,[ka do sa wa ba shi],6
門島,かどしま,[ka do shi ma],4
門出,かどで,[ka do de],3
角の浜,かどのはま,[ka do no ha ma],5
勝原,かどはら,[ka do ha ra],4
門真市,かどまし,[ka do ma shi],4
門松,かどまつ,[ka do ma tsu],4
門真南,かどまみなみ,[ka do ma mi na mi],6
香取,かとり,[ka to ri],3
金石原,かないしはら,[ka na i shi ha ra],6
鼎,かなえ,[ka na e],3
金川,かながわ,[ka na ga wa],4
神奈川,かながわ,[ka na ga wa],4
神奈川新町,かながわしんまち,[ka na ga wa shi n ma chi],8
金木,かなぎ,[ka na gi],3
金指,かなさし,[ka na sa shi],4
金沢,かなざわ,[ka na za wa],4
金沢八景,かなざわはっけい,[ka na za wa ha t ke i],8
金沢文庫,かなざわぶんこ,[ka na za wa bu n ko],7
金島,かなしま,[ka na shi ma],4
金田,かなだ,[ka na da],3
金武,かなたけ,[ka na ta ke],4
金塚,かなづか,[ka na zu ka],4
金橋,かなはし,[ka na ha shi],4
金町,かなまち,[ka na ma chi],4
要田,かなめた,[ka na me ta],4
要町,かなめちょう,[ka na me cho u],5
金谷,かなや,[ka na ya],3
金屋,かなや,[ka na ya],3
金谷川,かなやがわ,[ka na ya ga wa],5
金谷沢,かなやさわ,[ka na ya sa wa],5
金山,かなやま,[ka na ya ma],4
金山,かなやま,[ka na ya ma],4
金山,かなやま,[ka na ya ma],4
可児,かに,[ka ni],2
蟹江,かにえ,[ka ni e],3
可児川,かにがわ,[ka ni ga wa],4
蟹田,かにた,[ka ni ta],3
鹿沼,かぬま,[ka nu ma],3
金上,かねあげ,[ka ne a ge],4
金ケ崎,かねがさき,[ka ne ga sa ki],5
鐘ヶ淵,かねがふち,[ka ne ga fu chi],5
金子,かねこ,[ka ne ko],3
金島,かねしま,[ka ne shi ma],4
鐘釣,かねつり,[ka ne tsu ri],4
金浜,かねはま,[ka ne ha ma],4
金丸,かねまる,[ka ne ma ru],4
金手,かねんて,[ka ne n te],4
加納,かのう,[ka no u],3
加納,かのう,[ka no u],3
鹿瀬,かのせ,[ka no se],3
神農原,かのはら,[ka no ha ra],4
鹿又,かのまた,[ka no ma ta],4
蒲池,かばいけ,[ka ba i ke],4
神畑,かばたけ,[ka ba ta ke],4
加太,かぶと,[ka bu to],3
兜,かぶと,[ka bu to],3
兜沼,かぶとぬま,[ka bu to nu ma],5
かぶと山,かぶとやま,[ka bu to ya ma],5
加布里,かふり,[ka fu ri],3
河辺,かべ,[ka be],2
可部,かべ,[ka be],2
釜石,かまいし,[ka ma i shi],4
釜ヶ淵,かまがふち,[ka ma ga fu chi],5
鎌ヶ谷,かまがや,[ka ma ga ya],4
鎌ヶ谷大仏,かまがやだいぶつ,[ka ma ga ya da i bu tsu],8
鎌倉,かまくら,[ka ma ku ra],4
鎌倉高校前,かまくらこうこうまえ,[ka ma ku ra ko u ko u ma e],10
蒲郡,がまごおり,[ga ma go o ri],5
蒲郡競艇場前,がまごおりきょうていじょうまえ,[ga ma go o ri kyo u te i jo u ma e],13
蒲須坂,かますさか,[ka ma su sa ka],5
鎌瀬,かませ,[ka ma se],3
蒲田,かまた,[ka ma ta],3
鎌田,かまた,[ka ma ta],3
蒲池,かまち,[ka ma chi],3
鎌手,かまて,[ka ma te],3
釜戸,かまど,[ka ma do],3
鎌取,かまとり,[ka ma to ri],4
釜ノ鼻,かまのはな,[ka ma no ha na],5
釜淵,かまぶち,[ka ma bu chi],4
釜谷,かまや,[ka ma ya],3
竈山,かまやま,[ka ma ya ma],4
加美,かみ,[ka mi],2
神,かみ,[ka mi],2
上相浦,かみあいのうら,[ka mi a i no u ra],7
上芦別,かみあしべつ,[ka mi a shi be tsu],6
上麻生,かみあそう,[ka mi a so u],5
上有住,かみありす,[ka mi a ri su],5
上有田,かみありた,[ka mi a ri ta],5
上飯島,かみいいじま,[ka mi i i ji ma],6
上飯田,かみいいだ,[ka mi i i da],5
上井草,かみいぐさ,[ka mi i gu sa],5
上伊集院,かみいじゅういん,[ka mi i ju u i n],7
上泉,かみいずみ,[ka mi i zu mi],5
上磯,かみいそ,[ka mi i so],4
上伊田,かみいた,[ka mi i ta],4
上板橋,かみいたばし,[ka mi i ta ba shi],6
上市,かみいち,[ka mi i chi],4
上市場,かみいちば,[ka mi i chi ba],5
上今井,かみいまい,[ka mi i ma i],5
上今市,かみいまいち,[ka mi i ma i chi],6
上伊万里,かみいまり,[ka mi i ma ri],5
上石見,かみいわみ,[ka mi i wa mi],5
上臼杵,かみうすき,[ka mi u su ki],5
上浦,かみうら,[ka mi u ra],4
上宇和,かみうわ,[ka mi u wa],4
神尾,かみお,[ka mi o],3
上大井,かみおおい,[ka mi o o i],5
上大岡,かみおおおか,[ka mi o o o ka],6
上大月,かみおおつき,[ka mi o o tsu ki],6
上岡,かみおか,[ka mi o ka],4
上小川,かみおがわ,[ka mi o ga wa],5
上小田井,かみおたい,[ka mi o ta i],5
上尾幌,かみおぼろ,[ka mi o bo ro],5
上嘉川,かみかがわ,[ka mi ka ga wa],5
上片桐,かみかたぎり,[ka mi ka ta gi ri],6
上桂,かみかつら,[ka mi ka tsu ra],5
上金田,かみかなだ,[ka mi ka na da],5
上川,かみかわ,[ka mi ka wa],4
上川口,かみかわぐち,[ka mi ka wa gu chi],6
上川立,かみかわたち,[ka mi ka wa ta chi],6
上神梅,かみかんばい,[ka mi ka n ba i],6
上北沢,かみきたざわ,[ka mi ki ta za wa],6
上北台,かみきただい,[ka mi ki ta da i],6
上北町,かみきたちょう,[ka mi ki ta cho u],6
上熊谷,かみくまがや,[ka mi ku ma ga ya],6
上熊本,かみくまもと,[ka mi ku ma mo to],6
上熊本,かみくまもとえきまえ,[ka mi ku ma mo to e ki ma e],10
上桑名川,かみくわながわ,[ka mi ku wa na ga wa],7
上郷,かみごう,[ka mi go u],4
上強羅,かみごうら,[ka mi go u ra],5
上郡,かみごおり,[ka mi go o ri],5
上古沢,かみこさわ,[ka mi ko sa wa],5
上狛,かみこま,[ka mi ko ma],4
上境,かみさかい,[ka mi sa ka i],5
上栄町,かみさかえまち,[ka mi sa ka e ma chi],7
上沢,かみさわ,[ka mi sa wa],4
神沢,かみさわ,[ka mi sa wa],4
上鹿折,かみししおり,[ka mi shi shi o ri],6
上島,かみじま,[ka mi ji ma],4
上石神井,かみしゃくじい,[ka mi sha ku ji i],6
上条,かみじょう,[ka mi jo u],4
上条,かみじょう,[ka mi jo u],4
神城,かみしろ,[ka mi shi ro],4
上新庄,かみしんじょう,[ka mi shi n jo u],6
神栖,かみす,[ka mi su],3
上菅谷,かみすがや,[ka mi su ga ya],5
神杉,かみすぎ,[ka mi su gi],4
上杉,かみすぎ,[ka mi su gi],4
上菅,かみすげ,[ka mi su ge],4
上諏訪,かみすわ,[ka mi su wa],4
上川内,かみせんだい,[ka mi se n da i],6
上滝,かみだき,[ka mi da ki],4
上田浦,かみたのうら,[ka mi ta no u ra],6
上戸手,かみとで,[ka mi to de],4
上鳥羽口,かみとばぐち,[ka mi to ba gu chi],6
上豊田,かみとよた,[ka mi to yo ta],5
上中,かみなか,[ka mi na ka],4
上中里,かみなかざと,[ka mi na ka za to],6
上長瀞,かみながとろ,[ka mi na ga to ro],6
上永谷,かみながや,[ka mi na ga ya],5
上野毛,かみのげ,[ka mi no ge],4
上之郷,かみのごう,[ka mi no go u],5
上ノ庄,かみのしょう,[ka mi no sho u],5
上野尻,かみのじり,[ka mi no ji ri],5
上ノ太子,かみのたいし,[ka mi no ta i shi],6
上の町,かみのちょう,[ka mi no cho u],5
上野幌,かみのっぽろ,[ka mi no t po ro],6
上野部,かみのべ,[ka mi no be],4
上野間,かみのま,[ka mi no ma],4
上野目,かみのめ,[ka mi no me],4
かみのやま温泉,かみのやまおんせん,[ka mi no ya ma o n se n],9
上浜,かみはま,[ka mi ha ma],4
上桧木内,かみひのきない,[ka mi hi no ki na i],7
上深川,かみふかわ,[ka mi fu ka wa],5
上福岡,かみふくおか,[ka mi fu ku o ka],6
上二田,かみふただ,[ka mi fu ta da],5
上富良野,かみふらの,[ka mi fu ra no],5
上星川,かみほしかわ,[ka mi ho shi ka wa],6
上穂波,かみほなみ,[ka mi ho na mi],5
上保原,かみほばら,[ka mi ho ba ra],5
上堀,かみほり,[ka mi ho ri],4
上幌延,かみほろのべ,[ka mi ho ro no be],6
上幌向,かみほろむい,[ka mi ho ro mu i],6
上本郷,かみほんごう,[ka mi ho n go u],6
上前津,かみまえづ,[ka mi ma e zu],5
上町,かみまち,[ka mi ma chi],4
上松川,かみまつかわ,[ka mi ma tsu ka wa],6
上丸渕,かみまるぶち,[ka mi ma ru bu chi],6
上万場,かみまんば,[ka mi ma n ba],5
上三緒,かみみお,[ka mi mi o],4
上溝,かみみぞ,[ka mi mi zo],4
上三田,かみみた,[ka mi mi ta],4
上三依塩原温泉口,かみみよりしおばらおんせんぐち,[ka mi mi yo ri shi o ba ra o n se n gu chi],15
神村学園前,かみむらがくえんまえ,[ka mi mu ra ga ku e n ma e],10
上牧,かみもく,[ka mi mo ku],4
上盛岡,かみもりおか,[ka mi mo ri o ka],6
上諸江,かみもろえ,[ka mi mo ro e],5
神谷,かみや,[ka mi ya],3
上八木,かみやぎ,[ka mi ya gi],4
上夜久野,かみやくの,[ka mi ya ku no],5
上社,かみやしろ,[ka mi ya shi ro],5
上安,かみやす,[ka mi ya su],4
神谷町,かみやちょう,[ka mi ya cho u],5
神山,かみやま,[ka mi ya ma],4
上山口,かみやまぐち,[ka mi ya ma gu chi],6
上湯沢,かみゆざわ,[ka mi yu za wa],5
上横須賀,かみよこすか,[ka mi yo ko su ka],6
上米内,かみよない,[ka mi yo na i],5
上涌谷,かみわくや,[ka mi wa ku ya],5
冠着,かむりき,[ka mu ri ki],4
学文路,かむろ,[ka mu ro],3
亀有,かめあり,[ka me a ri],4
亀井,かめい,[ka me i],3
亀戸,かめいど,[ka me i do],4
亀戸水神,かめいどすいじん,[ka me i do su i ji n],8
亀岡,かめおか,[ka me o ka],4
亀川,かめがわ,[ka me ga wa],4
亀崎,かめざき,[ka me za ki],4
亀島,かめじま,[ka me ji ma],4
亀田,かめだ,[ka me da],3
亀嵩,かめだけ,[ka me da ke],4
亀甲,かめのこう,[ka me no ko u],5
亀山,かめやま,[ka me ya ma],4
亀山,かめやま,[ka me ya ma],4
加茂,かも,[ka mo],2
加茂,かも,[ka mo],2
加茂,かも,[ka mo],2
賀茂,かも,[ka mo],2
鴨居,かもい,[ka mo i],3
蒲生,がもう,[ga mo u],3
蒲生四丁目,がもうよんちょうめ,[ga mo u yo n cho u me],8
鴨方,かもがた,[ka mo ga ta],4
鴨川,かもがわ,[ka mo ga wa],4
加茂郷,かもごう,[ka mo go u],4
鴨島,かもじま,[ka mo ji ma],4
加茂中,かもなか,[ka mo na ka],4
加茂野,かもの,[ka mo no],3
加茂宮,かものみや,[ka mo no mi ya],5
鴨宮,かものみや,[ka mo no mi ya],5
萱草,かやくさ,[ka ya ku sa],4
萱島,かやしま,[ka ya shi ma],4
榧谷,かやたに,[ka ya ta ni],4
茅沼,かやぬま,[ka ya nu ma],4
茅場町,かやばちょう,[ka ya ba cho u],5
栢山,かやま,[ka ya ma],3
茅町,かやまち,[ka ya ma chi],4
唐笠,からかさ,[ka ra ka sa],4
辛皮,からかわ,[ka ra ka wa],4
唐木田,からきだ,[ka ra ki da],4
唐桑大沢,からくわおおさわ,[ka ra ku wa o o sa wa],8
唐崎,からさき,[ka ra sa ki],4
烏江,からすえ,[ka ra su e],4
烏丸,からすま,[ka ra su ma],4
烏丸御池,からすまおいけ,[ka ra su ma o i ke],7
烏山,からすやま,[ka ra su ya ma],5
唐津,からつ,[ka ra tsu],3
唐櫃台,からとだい,[ka ra to da i],5
唐橋前,からはしまえ,[ka ra ha shi ma e],6
狩生,かりう,[ka ri u],3
狩川,かりかわ,[ka ri ka wa],4
狩場沢,かりばさわ,[ka ri ba sa wa],5
刈谷,かりや,[ka ri ya],3
刈谷市,かりやし,[ka ri ya shi],4
苅安賀,かりやすか,[ka ri ya su ka],5
刈羽,かりわ,[ka ri wa],3
刈和野,かりわの,[ka ri wa no],4
軽井沢,かるいざわ,[ka ru i za wa],5
狩留家,かるが,[ka ru ga],3
かるが浜,かるがはま,[ka ru ga ha ma],5
苅藻,かるも,[ka ru mo],3
嘉例川,かれいがわ,[ka re i ga wa],5
河合,かわい,[ka wa i],3
川井,かわい,[ka wa i],3
川合高岡,かわいたかおか,[ka wa i ta ka o ka],7
河合西,かわいにし,[ka wa i ni shi],5
川内,かわうち,[ka wa u chi],4
川内,かわうち,[ka wa u chi],4
川角,かわかど,[ka wa ka do],4
川岸,かわぎし,[ka wa gi shi],4
川口,かわぐち,[ka wa gu chi],4
河口湖,かわぐちこ,[ka wa gu chi ko],5
川口元郷,かわぐちもとごう,[ka wa gu chi mo to go u],8
川倉,かわくら,[ka wa ku ra],4
河毛,かわけ,[ka wa ke],3
河芸,かわげ,[ka wa ge],3
川桁,かわげた,[ka wa ge ta],4
川越,かわごえ,[ka wa go e],4
川越市,かわごえし,[ka wa go e shi],5
川越富洲原,かわごえとみすはら,[ka wa go e to mi su ha ra],9
河佐,かわさ,[ka wa sa],3
川崎,かわさき,[ka wa sa ki],4
川崎貨物,かわさきかもつ,[ka wa sa ki ka mo tsu],7
河崎口,かわさきぐち,[ka wa sa ki gu chi],6
川崎新町,かわさきしんまち,[ka wa sa ki shi n ma chi],8
川崎大師,かわさきだいし,[ka wa sa ki da i shi],7
川路,かわじ,[ka wa ji],3
川治温泉,かわじおんせん,[ka wa ji o n se n],7
川島,かわしま,[ka wa shi ma],4
川治湯元,かわじゆもと,[ka wa ji yu mo to],6
川尻,かわしり,[ka wa shi ri],4
河瀬,かわせ,[ka wa se],3
川添,かわぞえ,[ka wa zo e],4
川田,かわた,[ka wa ta],3
川棚,かわたな,[ka wa ta na],4
川棚温泉,かわたなおんせん,[ka wa ta na o n se n],8
川渡温泉,かわたびおんせん,[ka wa ta bi o n se n],8
河内天美,かわちあまみ,[ka wa chi a ma mi],6
河内磐船,かわちいわふね,[ka wa chi i wa fu ne],7
河内永和,かわちえいわ,[ka wa chi e i wa],6
河内堅上,かわちかたかみ,[ka wa chi ka ta ka mi],7
河内国分,かわちこくぶ,[ka wa chi ko ku bu],6
河内小阪,かわちこさか,[ka wa chi ko sa ka],6
河内長野,かわちながの,[ka wa chi na ga no],6
河内花園,かわちはなぞの,[ka wa chi ha na zo no],7
河内松原,かわちまつばら,[ka wa chi ma tsu ba ra],7
河内森,かわちもり,[ka wa chi mo ri],5
河内山本,かわちやまもと,[ka wa chi ya ma mo to],7
河津,かわづ,[ka wa zu],3
川跡,かわと,[ka wa to],3
川名,かわな,[ka wa na],3
川奈,かわな,[ka wa na],3
川中島,かわなかじま,[ka wa na ka ji ma],6
川西,かわにし,[ka wa ni shi],4
川西,かわにし,[ka wa ni shi],4
川西池田,かわにしいけだ,[ka wa ni shi i ke da],7
川西能勢口,かわにしのせぐち,[ka wa ni shi no se gu chi],8
川根温泉笹間渡,かわねおんせんささまど,[ka wa ne o n se n sa sa ma do],11
川根小山,かわねこやま,[ka wa ne ko ya ma],6
川根両国,かわねりょうごく,[ka wa ne ryo u go ku],7
河曲,かわの,[ka wa no],3
川之江,かわのえ,[ka wa no e],4
川端,かわばた,[ka wa ba ta],4
河原,かわはら,[ka wa ha ra],4
川東,かわひがし,[ka wa hi ga shi],5
川東,かわひがし,[ka wa hi ga shi],5
川部,かわべ,[ka wa be],3
川辺,かわべ,[ka wa be],3
川辺沖,かわべおき,[ka wa be o ki],5
川辺宿,かわべじゅく,[ka wa be ju ku],5
河辺の森,かわべのもり,[ka wa be no mo ri],6
川間,かわま,[ka wa ma],3
川前,かわまえ,[ka wa ma e],4
川俣,かわまた,[ka wa ma ta],4
川南,かわみなみ,[ka wa mi na mi],5
川宮,かわみや,[ka wa mi ya],4
川村,かわむら,[ka wa mu ra],4
川村,かわむら,[ka wa mu ra],4
河山,かわやま,[ka wa ya ma],4
川湯温泉,かわゆおんせん,[ka wa yu o n se n],7
香春,かわら,[ka wa ra],3
川原石,かわらいし,[ka wa ra i shi],5
瓦ヶ浜,かわらがはま,[ka wa ra ga ha ma],6
香春口三萩野,かわらぐちみはぎの,[ka wa ra gu chi mi ha gi no],9
河原田,かわらだ,[ka wa ra da],4
瓦町,かわらまち,[ka wa ra ma chi],5
川原町,かわらまち,[ka wa ra ma chi],5
河原町,かわらまち,[ka wa ra ma chi],5
川原湯温泉,かわらゆおんせん,[ka wa ra yu o n se n],8
川和町,かわわちょう,[ka wa wa cho u],5
観音寺,かんおんじ,[ka n o n ji],5
寒霞渓山頂,かんかけいさんちょう,[ka n ka ke i sa n cho u],9
韓々坂,かんかんざか,[ka n ka n za ka],6
観月橋,かんげつきょう,[ka n ge tsu kyo u],6
関西空港,かんさいくうこう,[ka n sa i ku u ko u],8
神前,かんざき,[ka n za ki],4
神埼,かんざき,[ka n za ki],4
神崎川,かんざきがわ,[ka n za ki ga wa],6
かんざんじ,かんざんじ,[ka n za n ji],5
環状通東,かんじょうどおりひがし,[ka n jo u do o ri hi ga shi],10
岩水寺,がんすいじ,[ga n su i ji],5
閑蔵,かんぞう,[ka n zo u],4
神田,かんだ,[ka n da],3
苅田,かんだ,[ka n da],3
感田,がんだ,[ga n da],3
関大前,かんだいまえ,[ka n da i ma e],6
干拓の里,かんたくのさと,[ka n ta ku no sa to],7
神立,かんだつ,[ka n da tsu],4
関内,かんない,[ka n na i],4
神辺,かんなべ,[ka n na be],4
函南,かんなみ,[ka n na mi],4
神野,かんの,[ka n no],3
甲浦,かんのうら,[ka n no u ra],5
雁ノ巣,がんのす,[ga n no su],4
観音,かんのん,[ka n no n],4
観音寺,かんのんじ,[ka n no n ji],5
観音町,かんのんまち,[ka n no n ma chi],6
蒲原,かんばら,[ka n ba ra],4
神戸,かんべ,[ka n be],3
上牧,かんまき,[ka n ma ki],4
神俣,かんまた,[ka n ma ta],4
関門海峡めかり,かんもんかいきょうめかり,[ka n mo n ka i kyo u me ka ri],11
歓遊舎ひこさん,かんゆうしゃひこさん,[ka n yu u sha hi ko sa n],9
甘露寺前,かんろじまえ,[ka n ro ji ma e],6
紀伊,きい,[ki i],2
紀伊有田,きいありた,[ki i a ri ta],5
紀伊井田,きいいだ,[ki i i da],4
紀伊市木,きいいちぎ,[ki i i chi gi],5
紀伊内原,きいうちはら,[ki i u chi ha ra],6
紀伊浦神,きいうらがみ,[ki i u ra ga mi],6
紀伊小倉,きいおぐら,[ki i o gu ra],5
紀伊勝浦,きいかつうら,[ki i ka tsu u ra],6
紀伊神谷,きいかみや,[ki i ka mi ya],5
紀伊御坊,きいごぼう,[ki i go bo u],5
紀伊佐野,きいさの,[ki i sa no],4
紀伊清水,きいしみず,[ki i shi mi zu],5
紀伊新庄,きいしんじょう,[ki i shi n jo u],6
紀伊田辺,きいたなべ,[ki i ta na be],5
紀伊田原,きいたはら,[ki i ta ha ra],5
紀伊天満,きいてんま,[ki i te n ma],5
紀伊富田,きいとんだ,[ki i to n da],5
紀伊長島,きいながしま,[ki i na ga shi ma],6
紀伊長田,きいながた,[ki i na ga ta],5
紀伊中ノ島,きいなかのしま,[ki i na ka no shi ma],7
紀伊日置,きいひき,[ki i hi ki],4
紀伊姫,きいひめ,[ki i hi me],4
紀伊細川,きいほそかわ,[ki i ho so ka wa],6
紀伊宮原,きいみやはら,[ki i mi ya ha ra],6
紀伊山田,きいやまだ,[ki i ya ma da],5
紀伊由良,きいゆら,[ki i yu ra],4
喜入,きいれ,[ki i re],3
木下,きおろし,[ki o ro shi],4
祇園,ぎおん,[gi o n],3
祇園,ぎおん,[gi o n],3
祇園四条,ぎおんしじょう,[gi o n shi jo u],6
祇園新橋北,ぎおんしんばしきた,[gi o n shi n ba shi ki ta],9
気賀,きが,[ki ga],2
木岐,きき,[ki ki],2
喜々津,ききつ,[ki ki tsu],3
桔梗,ききょう,[ki kyo u],3
桔梗が丘,ききょうがおか,[ki kyo u ga o ka],6
企救丘,きくがおか,[ki ku ga o ka],5
菊川,きくかわ,[ki ku ka wa],4
菊川,きくがわ,[ki ku ga wa],4
菊水,きくすい,[ki ku su i],4
喜久田,きくた,[ki ku ta],3
菊名,きくな,[ki ku na],3
菊間,きくま,[ki ku ma],3
木古内,きこない,[ki ko na i],4
吉舎,きさ,[ki sa],2
私市,きさいち,[ki sa i chi],4
象潟,きさかた,[ki sa ka ta],4
木崎,きざき,[ki za ki],3
木更津,きさらづ,[ki sa ra zu],4
喜志,きし,[ki shi],2
貴志,きし,[ki shi],2
岸根公園,きしねこうえん,[ki shi ne ko u e n],7
岸里,きしのさと,[ki shi no sa to],5
岸里玉出,きしのさとたまで,[ki shi no sa to ta ma de],8
岸辺,きしべ,[ki shi be],3
岸本,きしもと,[ki shi mo to],4
義塾高校前,ぎじゅくこうこうまえ,[gi ju ku ko u ko u ma e],9
岸和田,きしわだ,[ki shi wa da],4
木次,きすき,[ki su ki],3
衣摺加美北,きずりかみきた,[ki zu ri ka mi ki ta],7
